GEOID,NAME,variable,value,gender,age_band,race
08,Colorado,P012H023,4255,Male,75+,Hispanic
09,Connecticut,P012H023,1499,Male,75+,Hispanic
10,Delaware,P012H023,180,Male,75+,Hispanic
11,District of Columbia,P012H023,151,Male,75+,Hispanic
12,Florida,P012H023,35310,Male,75+,Hispanic
13,Georgia,P012H023,1381,Male,75+,Hispanic
15,Hawaii,P012H023,504,Male,75+,Hispanic
16,Idaho,P012H023,424,Male,75+,Hispanic
17,Illinois,P012H023,6482,Male,75+,Hispanic
18,Indiana,P012H023,1103,Male,75+,Hispanic
19,Iowa,P012H023,299,Male,75+,Hispanic
20,Kansas,P012H023,824,Male,75+,Hispanic
21,Kentucky,P012H023,317,Male,75+,Hispanic
22,Louisiana,P012H023,898,Male,75+,Hispanic
23,Maine,P012H023,76,Male,75+,Hispanic
24,Maryland,P012H023,1095,Male,75+,Hispanic
25,Massachusetts,P012H023,1818,Male,75+,Hispanic
26,Michigan,P012H023,1569,Male,75+,Hispanic
27,Minnesota,P012H023,470,Male,75+,Hispanic
28,Mississippi,P012H023,213,Male,75+,Hispanic
29,Missouri,P012H023,679,Male,75+,Hispanic
30,Montana,P012H023,106,Male,75+,Hispanic
31,Nebraska,P012H023,379,Male,75+,Hispanic
32,Nevada,P012H023,2198,Male,75+,Hispanic
33,New Hampshire,P012H023,102,Male,75+,Hispanic
34,New Jersey,P012H023,6853,Male,75+,Hispanic
35,New Mexico,P012H023,7054,Male,75+,Hispanic
36,New York,P012H023,17316,Male,75+,Hispanic
37,North Carolina,P012H023,1270,Male,75+,Hispanic
38,North Dakota,P012H023,30,Male,75+,Hispanic
39,Ohio,P012H023,1273,Male,75+,Hispanic
40,Oklahoma,P012H023,786,Male,75+,Hispanic
41,Oregon,P012H023,889,Male,75+,Hispanic
42,Pennsylvania,P012H023,2238,Male,75+,Hispanic
44,Rhode Island,P012H023,351,Male,75+,Hispanic
45,South Carolina,P012H023,506,Male,75+,Hispanic
46,South Dakota,P012H023,55,Male,75+,Hispanic
47,Tennessee,P012H023,529,Male,75+,Hispanic
48,Texas,P012H023,41079,Male,75+,Hispanic
49,Utah,P012H023,844,Male,75+,Hispanic
50,Vermont,P012H023,44,Male,75+,Hispanic
51,Virginia,P012H023,1225,Male,75+,Hispanic
53,Washington,P012H023,1628,Male,75+,Hispanic
54,West Virginia,P012H023,90,Male,75+,Hispanic
55,Wisconsin,P012H023,758,Male,75+,Hispanic
56,Wyoming,P012H023,249,Male,75+,Hispanic
72,Puerto Rico,P012H023,43143,Male,75+,Hispanic
01,Alabama,P012H024,258,Male,75+,Hispanic
02,Alaska,P012H024,39,Male,75+,Hispanic
04,Arizona,P012H024,4826,Male,75+,Hispanic
05,Arkansas,P012H024,202,Male,75+,Hispanic
06,California,P012H024,38847,Male,75+,Hispanic
08,Colorado,P012H024,2705,Male,75+,Hispanic
09,Connecticut,P012H024,885,Male,75+,Hispanic
10,Delaware,P012H024,128,Male,75+,Hispanic
11,District of Columbia,P012H024,114,Male,75+,Hispanic
12,Florida,P012H024,24187,Male,75+,Hispanic
13,Georgia,P012H024,829,Male,75+,Hispanic
15,Hawaii,P012H024,284,Male,75+,Hispanic
16,Idaho,P012H024,245,Male,75+,Hispanic
17,Illinois,P012H024,4035,Male,75+,Hispanic
18,Indiana,P012H024,737,Male,75+,Hispanic
19,Iowa,P012H024,221,Male,75+,Hispanic
20,Kansas,P012H024,563,Male,75+,Hispanic
21,Kentucky,P012H024,181,Male,75+,Hispanic
22,Louisiana,P012H024,594,Male,75+,Hispanic
23,Maine,P012H024,43,Male,75+,Hispanic
24,Maryland,P012H024,699,Male,75+,Hispanic
25,Massachusetts,P012H024,1041,Male,75+,Hispanic
26,Michigan,P012H024,1165,Male,75+,Hispanic
27,Minnesota,P012H024,263,Male,75+,Hispanic
28,Mississippi,P012H024,132,Male,75+,Hispanic
29,Missouri,P012H024,441,Male,75+,Hispanic
30,Montana,P012H024,66,Male,75+,Hispanic
31,Nebraska,P012H024,230,Male,75+,Hispanic
32,Nevada,P012H024,1275,Male,75+,Hispanic
33,New Hampshire,P012H024,60,Male,75+,Hispanic
34,New Jersey,P012H024,4191,Male,75+,Hispanic
35,New Mexico,P012H024,4711,Male,75+,Hispanic
36,New York,P012H024,10555,Male,75+,Hispanic
37,North Carolina,P012H024,740,Male,75+,Hispanic
38,North Dakota,P012H024,23,Male,75+,Hispanic
39,Ohio,P012H024,832,Male,75+,Hispanic
40,Oklahoma,P012H024,464,Male,75+,Hispanic
41,Oregon,P012H024,576,Male,75+,Hispanic
42,Pennsylvania,P012H024,1354,Male,75+,Hispanic
44,Rhode Island,P012H024,201,Male,75+,Hispanic
45,South Carolina,P012H024,288,Male,75+,Hispanic
46,South Dakota,P012H024,30,Male,75+,Hispanic
47,Tennessee,P012H024,302,Male,75+,Hispanic
48,Texas,P012H024,26465,Male,75+,Hispanic
49,Utah,P012H024,512,Male,75+,Hispanic
50,Vermont,P012H024,34,Male,75+,Hispanic
51,Virginia,P012H024,770,Male,75+,Hispanic
53,Washington,P012H024,992,Male,75+,Hispanic
54,West Virginia,P012H024,84,Male,75+,Hispanic
55,Wisconsin,P012H024,467,Male,75+,Hispanic
56,Wyoming,P012H024,160,Male,75+,Hispanic
72,Puerto Rico,P012H024,27268,Male,75+,Hispanic
01,Alabama,P012H025,173,Male,75+,Hispanic
02,Alaska,P012H025,18,Male,75+,Hispanic
04,Arizona,P012H025,3089,Male,75+,Hispanic
05,Arkansas,P012H025,139,Male,75+,Hispanic
06,California,P012H025,27604,Male,75+,Hispanic
08,Colorado,P012H025,1778,Male,75+,Hispanic
09,Connecticut,P012H025,636,Male,75+,Hispanic
10,Delaware,P012H025,84,Male,75+,Hispanic
11,District of Columbia,P012H025,81,Male,75+,Hispanic
12,Florida,P012H025,16304,Male,75+,Hispanic
13,Georgia,P012H025,543,Male,75+,Hispanic
15,Hawaii,P012H025,264,Male,75+,Hispanic
16,Idaho,P012H025,196,Male,75+,Hispanic
17,Illinois,P012H025,2552,Male,75+,Hispanic
18,Indiana,P012H025,487,Male,75+,Hispanic
19,Iowa,P012H025,145,Male,75+,Hispanic
20,Kansas,P012H025,382,Male,75+,Hispanic
21,Kentucky,P012H025,140,Male,75+,Hispanic
22,Louisiana,P012H025,426,Male,75+,Hispanic
23,Maine,P012H025,37,Male,75+,Hispanic
24,Maryland,P012H025,512,Male,75+,Hispanic
25,Massachusetts,P012H025,763,Male,75+,Hispanic
26,Michigan,P012H025,723,Male,75+,Hispanic
27,Minnesota,P012H025,197,Male,75+,Hispanic
28,Mississippi,P012H025,88,Male,75+,Hispanic
29,Missouri,P012H025,330,Male,75+,Hispanic
30,Montana,P012H025,54,Male,75+,Hispanic
31,Nebraska,P012H025,158,Male,75+,Hispanic
32,Nevada,P012H025,689,Male,75+,Hispanic
33,New Hampshire,P012H025,47,Male,75+,Hispanic
34,New Jersey,P012H025,2763,Male,75+,Hispanic
35,New Mexico,P012H025,3127,Male,75+,Hispanic
36,New York,P012H025,7101,Male,75+,Hispanic
37,North Carolina,P012H025,469,Male,75+,Hispanic
38,North Dakota,P012H025,21,Male,75+,Hispanic
39,Ohio,P012H025,630,Male,75+,Hispanic
40,Oklahoma,P012H025,286,Male,75+,Hispanic
41,Oregon,P012H025,452,Male,75+,Hispanic
42,Pennsylvania,P012H025,882,Male,75+,Hispanic
44,Rhode Island,P012H025,143,Male,75+,Hispanic
45,South Carolina,P012H025,202,Male,75+,Hispanic
46,South Dakota,P012H025,37,Male,75+,Hispanic
47,Tennessee,P012H025,228,Male,75+,Hispanic
48,Texas,P012H025,17780,Male,75+,Hispanic
49,Utah,P012H025,344,Male,75+,Hispanic
50,Vermont,P012H025,30,Male,75+,Hispanic
51,Virginia,P012H025,589,Male,75+,Hispanic
53,Washington,P012H025,664,Male,75+,Hispanic
54,West Virginia,P012H025,52,Male,75+,Hispanic
55,Wisconsin,P012H025,299,Male,75+,Hispanic
56,Wyoming,P012H025,94,Male,75+,Hispanic
72,Puerto Rico,P012H025,23074,Male,75+,Hispanic
01,Alabama,P012H026,81819,Female,75+,Hispanic
02,Alaska,P012H026,19121,Female,75+,Hispanic
04,Arizona,P012H026,943359,Female,75+,Hispanic
05,Arkansas,P012H026,86797,Female,75+,Hispanic
06,California,P012H026,6933591,Female,75+,Hispanic
08,Colorado,P012H026,508888,Female,75+,Hispanic
09,Connecticut,P012H026,239691,Female,75+,Hispanic
10,Delaware,P012H026,35295,Female,75+,Hispanic
11,District of Columbia,P012H026,26491,Female,75+,Hispanic
12,Florida,P012H026,2136948,Female,75+,Hispanic
13,Georgia,P012H026,393239,Female,75+,Hispanic
15,Hawaii,P012H026,59758,Female,75+,Hispanic
16,Idaho,P012H026,84294,Female,75+,Hispanic
17,Illinois,P012H026,980969,Female,75+,Hispanic
18,Indiana,P012H026,184770,Female,75+,Hispanic
19,Iowa,P012H026,71553,Female,75+,Hispanic
20,Kansas,P012H026,143557,Female,75+,Hispanic
21,Kentucky,P012H026,58555,Female,75+,Hispanic
22,Louisiana,P012H026,86166,Female,75+,Hispanic
23,Maine,P012H026,8416,Female,75+,Hispanic
24,Maryland,P012H026,224145,Female,75+,Hispanic
25,Massachusetts,P012H026,319559,Female,75+,Hispanic
26,Michigan,P012H026,214445,Female,75+,Hispanic
27,Minnesota,P012H026,118388,Female,75+,Hispanic
28,Mississippi,P012H026,33798,Female,75+,Hispanic
29,Missouri,P012H026,101730,Female,75+,Hispanic
30,Montana,P012H026,14081,Female,75+,Hispanic
31,Nebraska,P012H026,79256,Female,75+,Hispanic
32,Nevada,P012H026,349432,Female,75+,Hispanic
33,New Hampshire,P012H026,18317,Female,75+,Hispanic
34,New Jersey,P012H026,771726,Female,75+,Hispanic
35,New Mexico,P012H026,480546,Female,75+,Hispanic
36,New York,P012H026,1732734,Female,75+,Hispanic
37,North Carolina,P012H026,372385,Female,75+,Hispanic
38,North Dakota,P012H026,6281,Female,75+,Hispanic
39,Ohio,P012H026,171828,Female,75+,Hispanic
40,Oklahoma,P012H026,155073,Female,75+,Hispanic
41,Oregon,P012H026,214092,Female,75+,Hispanic
42,Pennsylvania,P012H026,351842,Female,75+,Hispanic
44,Rhode Island,P012H026,66137,Female,75+,Hispanic
45,South Carolina,P012H026,104362,Female,75+,Hispanic
46,South Dakota,P012H026,10150,Female,75+,Hispanic
47,Tennessee,P012H026,131762,Female,75+,Hispanic
48,Texas,P012H026,4697168,Female,75+,Hispanic
49,Utah,P012H026,173301,Female,75+,Hispanic
50,Vermont,P012H026,4582,Female,75+,Hispanic
51,Virginia,P012H026,302881,Female,75+,Hispanic
53,Washington,P012H026,361546,Female,75+,Hispanic
54,West Virginia,P012H026,10248,Female,75+,Hispanic
55,Wisconsin,P012H026,159925,Female,75+,Hispanic
56,Wyoming,P012H026,23797,Female,75+,Hispanic
72,Puerto Rico,P012H026,1922484,Female,75+,Hispanic
01,Alabama,P012H027,12255,Female,0-15,Hispanic
02,Alaska,P012H027,2333,Female,0-15,Hispanic
04,Arizona,P012H027,100279,Female,0-15,Hispanic
05,Arkansas,P012H027,12198,Female,0-15,Hispanic
06,California,P012H027,660844,Female,0-15,Hispanic
08,Colorado,P012H027,54813,Female,0-15,Hispanic
09,Connecticut,P012H027,22902,Female,0-15,Hispanic
10,Delaware,P012H027,4444,Female,0-15,Hispanic
11,District of Columbia,P012H027,2217,Female,0-15,Hispanic
12,Florida,P012H027,152863,Female,0-15,Hispanic
13,Georgia,P012H027,51630,Female,0-15,Hispanic
15,Hawaii,P012H027,7224,Female,0-15,Hispanic
16,Idaho,P012H027,11329,Female,0-15,Hispanic
17,Illinois,P012H027,104968,Female,0-15,Hispanic
18,Indiana,P012H027,24753,Female,0-15,Hispanic
19,Iowa,P012H027,10197,Female,0-15,Hispanic
20,Kansas,P012H027,19309,Female,0-15,Hispanic
21,Kentucky,P012H027,9179,Female,0-15,Hispanic
22,Louisiana,P012H027,9456,Female,0-15,Hispanic
23,Maine,P012H027,973,Female,0-15,Hispanic
24,Maryland,P012H027,24505,Female,0-15,Hispanic
25,Massachusetts,P012H027,30912,Female,0-15,Hispanic
26,Michigan,P012H027,25892,Female,0-15,Hispanic
27,Minnesota,P012H027,16545,Female,0-15,Hispanic
28,Mississippi,P012H027,4807,Female,0-15,Hispanic
29,Missouri,P012H027,13141,Female,0-15,Hispanic
30,Montana,P012H027,1676,Female,0-15,Hispanic
31,Nebraska,P012H027,11018,Female,0-15,Hispanic
32,Nevada,P012H027,38178,Female,0-15,Hispanic
33,New Hampshire,P012H027,2122,Female,0-15,Hispanic
34,New Jersey,P012H027,67882,Female,0-15,Hispanic
35,New Mexico,P012H027,42390,Female,0-15,Hispanic
36,New York,P012H027,138916,Female,0-15,Hispanic
37,North Carolina,P012H027,52367,Female,0-15,Hispanic
38,North Dakota,P012H027,973,Female,0-15,Hispanic
39,Ohio,P012H027,22165,Female,0-15,Hispanic
40,Oklahoma,P012H027,21801,Female,0-15,Hispanic
41,Oregon,P012H027,26998,Female,0-15,Hispanic
42,Pennsylvania,P012H027,38868,Female,0-15,Hispanic
44,Rhode Island,P012H027,6526,Female,0-15,Hispanic
45,South Carolina,P012H027,14580,Female,0-15,Hispanic
46,South Dakota,P012H027,1575,Female,0-15,Hispanic
47,Tennessee,P012H027,19243,Female,0-15,Hispanic
48,Texas,P012H027,479414,Female,0-15,Hispanic
49,Utah,P012H027,22294,Female,0-15,Hispanic
50,Vermont,P012H027,394,Female,0-15,Hispanic
51,Virginia,P012H027,33369,Female,0-15,Hispanic
53,Washington,P012H027,46579,Female,0-15,Hispanic
54,West Virginia,P012H027,1262,Female,0-15,Hispanic
55,Wisconsin,P012H027,21635,Female,0-15,Hispanic
56,Wyoming,P012H027,2948,Female,0-15,Hispanic
72,Puerto Rico,P012H027,108802,Female,0-15,Hispanic
01,Alabama,P012H028,9382,Female,0-15,Hispanic
02,Alaska,P012H028,1981,Female,0-15,Hispanic
04,Arizona,P012H028,97931,Female,0-15,Hispanic
05,Arkansas,P012H028,10626,Female,0-15,Hispanic
06,California,P012H028,634528,Female,0-15,Hispanic
08,Colorado,P012H028,53669,Female,0-15,Hispanic
09,Connecticut,P012H028,21357,Female,0-15,Hispanic
10,Delaware,P012H028,3841,Female,0-15,Hispanic
11,District of Columbia,P012H028,1610,Female,0-15,Hispanic
12,Florida,P012H028,146196,Female,0-15,Hispanic
13,Georgia,P012H028,45485,Female,0-15,Hispanic
15,Hawaii,P012H028,6168,Female,0-15,Hispanic
16,Idaho,P012H028,10182,Female,0-15,Hispanic
17,Illinois,P012H028,101379,Female,0-15,Hispanic
18,Indiana,P012H028,22423,Female,0-15,Hispanic
19,Iowa,P012H028,8936,Female,0-15,Hispanic
20,Kansas,P012H028,17414,Female,0-15,Hispanic
21,Kentucky,P012H028,7107,Female,0-15,Hispanic
22,Louisiana,P012H028,7149,Female,0-15,Hispanic
23,Maine,P012H028,882,Female,0-15,Hispanic
24,Maryland,P012H028,20139,Female,0-15,Hispanic
25,Massachusetts,P012H028,27824,Female,0-15,Hispanic
26,Michigan,P012H028,24383,Female,0-15,Hispanic
27,Minnesota,P012H028,14529,Female,0-15,Hispanic
28,Mississippi,P012H028,3581,Female,0-15,Hispanic
29,Missouri,P012H028,11439,Female,0-15,Hispanic
30,Montana,P012H028,1535,Female,0-15,Hispanic
31,Nebraska,P012H028,9931,Female,0-15,Hispanic
32,Nevada,P012H028,36104,Female,0-15,Hispanic
33,New Hampshire,P012H028,1897,Female,0-15,Hispanic
34,New Jersey,P012H028,62014,Female,0-15,Hispanic
35,New Mexico,P012H028,41644,Female,0-15,Hispanic
36,New York,P012H028,128744,Female,0-15,Hispanic
37,North Carolina,P012H028,44695,Female,0-15,Hispanic
38,North Dakota,P012H028,725,Female,0-15,Hispanic
39,Ohio,P012H028,19039,Female,0-15,Hispanic
40,Oklahoma,P012H028,19041,Female,0-15,Hispanic
41,Oregon,P012H028,25212,Female,0-15,Hispanic
42,Pennsylvania,P012H028,35116,Female,0-15,Hispanic
44,Rhode Island,P012H028,6036,Female,0-15,Hispanic
45,South Carolina,P012H028,11457,Female,0-15,Hispanic
46,South Dakota,P012H028,1267,Female,0-15,Hispanic
47,Tennessee,P012H028,15390,Female,0-15,Hispanic
48,Texas,P012H028,464774,Female,0-15,Hispanic
49,Utah,P012H028,20246,Female,0-15,Hispanic
50,Vermont,P012H028,388,Female,0-15,Hispanic
51,Virginia,P012H028,28143,Female,0-15,Hispanic
53,Washington,P012H028,41468,Female,0-15,Hispanic
54,West Virginia,P012H028,984,Female,0-15,Hispanic
55,Wisconsin,P012H028,19585,Female,0-15,Hispanic
56,Wyoming,P012H028,2552,Female,0-15,Hispanic
72,Puerto Rico,P012H028,115908,Female,0-15,Hispanic
01,Alabama,P012H029,7098,Female,0-15,Hispanic
02,Alaska,P012H029,1905,Female,0-15,Hispanic
04,Arizona,P012H029,92836,Female,0-15,Hispanic
05,Arkansas,P012H029,8892,Female,0-15,Hispanic
06,California,P012H029,637828,Female,0-15,Hispanic
08,Colorado,P012H029,47468,Female,0-15,Hispanic
09,Connecticut,P012H029,21387,Female,0-15,Hispanic
10,Delaware,P012H029,3259,Female,0-15,Hispanic
11,District of Columbia,P012H029,1234,Female,0-15,Hispanic
12,Florida,P012H029,148616,Female,0-15,Hispanic
13,Georgia,P012H029,36092,Female,0-15,Hispanic
15,Hawaii,P012H029,5429,Female,0-15,Hispanic
16,Idaho,P012H029,9215,Female,0-15,Hispanic
17,Illinois,P012H029,94158,Female,0-15,Hispanic
18,Indiana,P012H029,18480,Female,0-15,Hispanic
19,Iowa,P012H029,7715,Female,0-15,Hispanic
20,Kansas,P012H029,14939,Female,0-15,Hispanic
21,Kentucky,P012H029,5163,Female,0-15,Hispanic
22,Louisiana,P012H029,6167,Female,0-15,Hispanic
23,Maine,P012H029,780,Female,0-15,Hispanic
24,Maryland,P012H029,17643,Female,0-15,Hispanic
25,Massachusetts,P012H029,27334,Female,0-15,Hispanic
26,Michigan,P012H029,21820,Female,0-15,Hispanic
27,Minnesota,P012H029,11879,Female,0-15,Hispanic
28,Mississippi,P012H029,2751,Female,0-15,Hispanic
29,Missouri,P012H029,9498,Female,0-15,Hispanic
30,Montana,P012H029,1413,Female,0-15,Hispanic
31,Nebraska,P012H029,8261,Female,0-15,Hispanic
32,Nevada,P012H029,34568,Female,0-15,Hispanic
33,New Hampshire,P012H029,1720,Female,0-15,Hispanic
34,New Jersey,P012H029,58719,Female,0-15,Hispanic
35,New Mexico,P012H029,40226,Female,0-15,Hispanic
36,New York,P012H029,126026,Female,0-15,Hispanic
37,North Carolina,P012H029,35279,Female,0-15,Hispanic
38,North Dakota,P012H029,612,Female,0-15,Hispanic
39,Ohio,P012H029,16395,Female,0-15,Hispanic
40,Oklahoma,P012H029,15468,Female,0-15,Hispanic
41,Oregon,P012H029,23032,Female,0-15,Hispanic
42,Pennsylvania,P012H029,32678,Female,0-15,Hispanic
44,Rhode Island,P012H029,5946,Female,0-15,Hispanic
45,South Carolina,P012H029,8725,Female,0-15,Hispanic
46,South Dakota,P012H029,1024,Female,0-15,Hispanic
47,Tennessee,P012H029,11577,Female,0-15,Hispanic
48,Texas,P012H029,432297,Female,0-15,Hispanic
49,Utah,P012H029,17859,Female,0-15,Hispanic
50,Vermont,P012H029,392,Female,0-15,Hispanic
51,Virginia,P012H029,24365,Female,0-15,Hispanic
53,Washington,P012H029,37173,Female,0-15,Hispanic
54,West Virginia,P012H029,881,Female,0-15,Hispanic
55,Wisconsin,P012H029,16496,Female,0-15,Hispanic
56,Wyoming,P012H029,2180,Female,0-15,Hispanic
72,Puerto Rico,P012H029,130364,Female,0-15,Hispanic
01,Alabama,P012H030,3692,Female,16-34,Hispanic
02,Alaska,P012H030,1040,Female,16-34,Hispanic
04,Arizona,P012H030,54126,Female,16-34,Hispanic
05,Arkansas,P012H030,4816,Female,16-34,Hispanic
06,California,P012H030,394918,Female,16-34,Hispanic
08,Colorado,P012H030,26765,Female,16-34,Hispanic
09,Connecticut,P012H030,12575,Female,16-34,Hispanic
10,Delaware,P012H030,1747,Female,16-34,Hispanic
11,District of Columbia,P012H030,833,Female,16-34,Hispanic
12,Florida,P012H030,91091,Female,16-34,Hispanic
13,Georgia,P012H030,19228,Female,16-34,Hispanic
15,Hawaii,P012H030,3205,Female,16-34,Hispanic
16,Idaho,P012H030,5161,Female,16-34,Hispanic
17,Illinois,P012H030,53570,Female,16-34,Hispanic
18,Indiana,P012H030,9978,Female,16-34,Hispanic
19,Iowa,P012H030,4073,Female,16-34,Hispanic
20,Kansas,P012H030,7865,Female,16-34,Hispanic
21,Kentucky,P012H030,2619,Female,16-34,Hispanic
22,Louisiana,P012H030,3550,Female,16-34,Hispanic
23,Maine,P012H030,488,Female,16-34,Hispanic
24,Maryland,P012H030,9965,Female,16-34,Hispanic
25,Massachusetts,P012H030,17238,Female,16-34,Hispanic
26,Michigan,P012H030,12319,Female,16-34,Hispanic
27,Minnesota,P012H030,6507,Female,16-34,Hispanic
28,Mississippi,P012H030,1520,Female,16-34,Hispanic
29,Missouri,P012H030,5352,Female,16-34,Hispanic
30,Montana,P012H030,835,Female,16-34,Hispanic
31,Nebraska,P012H030,4442,Female,16-34,Hispanic
32,Nevada,P012H030,19489,Female,16-34,Hispanic
33,New Hampshire,P012H030,1091,Female,16-34,Hispanic
34,New Jersey,P012H030,36186,Female,16-34,Hispanic
35,New Mexico,P012H030,24182,Female,16-34,Hispanic
36,New York,P012H030,82118,Female,16-34,Hispanic
37,North Carolina,P012H030,17930,Female,16-34,Hispanic
38,North Dakota,P012H030,341,Female,16-34,Hispanic
39,Ohio,P012H030,9221,Female,16-34,Hispanic
40,Oklahoma,P012H030,8378,Female,16-34,Hispanic
41,Oregon,P012H030,12482,Female,16-34,Hispanic
42,Pennsylvania,P012H030,19857,Female,16-34,Hispanic
44,Rhode Island,P012H030,3835,Female,16-34,Hispanic
45,South Carolina,P012H030,4651,Female,16-34,Hispanic
46,South Dakota,P012H030,594,Female,16-34,Hispanic
47,Tennessee,P012H030,6025,Female,16-34,Hispanic
48,Texas,P012H030,248014,Female,16-34,Hispanic
49,Utah,P012H030,9781,Female,16-34,Hispanic
50,Vermont,P012H030,274,Female,16-34,Hispanic
51,Virginia,P012H030,13948,Female,16-34,Hispanic
53,Washington,P012H030,21077,Female,16-34,Hispanic
54,West Virginia,P012H030,528,Female,16-34,Hispanic
55,Wisconsin,P012H030,8693,Female,16-34,Hispanic
56,Wyoming,P012H030,1222,Female,16-34,Hispanic
72,Puerto Rico,P012H030,82502,Female,16-34,Hispanic
01,Alabama,P012H031,2789,Female,16-34,Hispanic
02,Alaska,P012H031,694,Female,16-34,Hispanic
04,Arizona,P012H031,35280,Female,16-34,Hispanic
05,Arkansas,P012H031,3028,Female,16-34,Hispanic
06,California,P012H031,261524,Female,16-34,Hispanic
08,Colorado,P012H031,17428,Female,16-34,Hispanic
09,Connecticut,P012H031,8711,Female,16-34,Hispanic
10,Delaware,P012H031,1345,Female,16-34,Hispanic
11,District of Columbia,P012H031,978,Female,16-34,Hispanic
12,Florida,P012H031,63072,Female,16-34,Hispanic
13,Georgia,P012H031,12476,Female,16-34,Hispanic
15,Hawaii,P012H031,2186,Female,16-34,Hispanic
16,Idaho,P012H031,3262,Female,16-34,Hispanic
17,Illinois,P012H031,33919,Female,16-34,Hispanic
18,Indiana,P012H031,6453,Female,16-34,Hispanic
19,Iowa,P012H031,2894,Female,16-34,Hispanic
20,Kansas,P012H031,5159,Female,16-34,Hispanic
21,Kentucky,P012H031,2002,Female,16-34,Hispanic
22,Louisiana,P012H031,2769,Female,16-34,Hispanic
23,Maine,P012H031,381,Female,16-34,Hispanic
24,Maryland,P012H031,6930,Female,16-34,Hispanic
25,Massachusetts,P012H031,13439,Female,16-34,Hispanic
26,Michigan,P012H031,8134,Female,16-34,Hispanic
27,Minnesota,P012H031,4161,Female,16-34,Hispanic
28,Mississippi,P012H031,1165,Female,16-34,Hispanic
29,Missouri,P012H031,3838,Female,16-34,Hispanic
30,Montana,P012H031,531,Female,16-34,Hispanic
31,Nebraska,P012H031,2973,Female,16-34,Hispanic
32,Nevada,P012H031,12124,Female,16-34,Hispanic
33,New Hampshire,P012H031,779,Female,16-34,Hispanic
34,New Jersey,P012H031,24140,Female,16-34,Hispanic
35,New Mexico,P012H031,16292,Female,16-34,Hispanic
36,New York,P012H031,58677,Female,16-34,Hispanic
37,North Carolina,P012H031,11780,Female,16-34,Hispanic
38,North Dakota,P012H031,296,Female,16-34,Hispanic
39,Ohio,P012H031,6352,Female,16-34,Hispanic
40,Oklahoma,P012H031,5719,Female,16-34,Hispanic
41,Oregon,P012H031,8080,Female,16-34,Hispanic
42,Pennsylvania,P012H031,14433,Female,16-34,Hispanic
44,Rhode Island,P012H031,3006,Female,16-34,Hispanic
45,South Carolina,P012H031,3656,Female,16-34,Hispanic
46,South Dakota,P012H031,395,Female,16-34,Hispanic
47,Tennessee,P012H031,4397,Female,16-34,Hispanic
48,Texas,P012H031,161857,Female,16-34,Hispanic
49,Utah,P012H031,6507,Female,16-34,Hispanic
50,Vermont,P012H031,330,Female,16-34,Hispanic
51,Virginia,P012H031,9801,Female,16-34,Hispanic
53,Washington,P012H031,13428,Female,16-34,Hispanic
54,West Virginia,P012H031,435,Female,16-34,Hispanic
55,Wisconsin,P012H031,5793,Female,16-34,Hispanic
56,Wyoming,P012H031,849,Female,16-34,Hispanic
72,Puerto Rico,P012H031,55764,Female,16-34,Hispanic
01,Alabama,P012H032,1425,Female,16-34,Hispanic
02,Alaska,P012H032,329,Female,16-34,Hispanic
04,Arizona,P012H032,16622,Female,16-34,Hispanic
05,Arkansas,P012H032,1417,Female,16-34,Hispanic
06,California,P012H032,122681,Female,16-34,Hispanic
08,Colorado,P012H032,8362,Female,16-34,Hispanic
09,Connecticut,P012H032,4209,Female,16-34,Hispanic
10,Delaware,P012H032,633,Female,16-34,Hispanic
11,District of Columbia,P012H032,481,Female,16-34,Hispanic
12,Florida,P012H032,31952,Female,16-34,Hispanic
13,Georgia,P012H032,6304,Female,16-34,Hispanic
15,Hawaii,P012H032,1013,Female,16-34,Hispanic
16,Idaho,P012H032,1576,Female,16-34,Hispanic
17,Illinois,P012H032,16044,Female,16-34,Hispanic
18,Indiana,P012H032,3100,Female,16-34,Hispanic
19,Iowa,P012H032,1335,Female,16-34,Hispanic
20,Kansas,P012H032,2542,Female,16-34,Hispanic
21,Kentucky,P012H032,1013,Female,16-34,Hispanic
22,Louisiana,P012H032,1463,Female,16-34,Hispanic
23,Maine,P012H032,185,Female,16-34,Hispanic
24,Maryland,P012H032,3482,Female,16-34,Hispanic
25,Massachusetts,P012H032,6539,Female,16-34,Hispanic
26,Michigan,P012H032,3841,Female,16-34,Hispanic
27,Minnesota,P012H032,1946,Female,16-34,Hispanic
28,Mississippi,P012H032,621,Female,16-34,Hispanic
29,Missouri,P012H032,1854,Female,16-34,Hispanic
30,Montana,P012H032,308,Female,16-34,Hispanic
31,Nebraska,P012H032,1446,Female,16-34,Hispanic
32,Nevada,P012H032,5787,Female,16-34,Hispanic
33,New Hampshire,P012H032,346,Female,16-34,Hispanic
34,New Jersey,P012H032,12411,Female,16-34,Hispanic
35,New Mexico,P012H032,7749,Female,16-34,Hispanic
36,New York,P012H032,29718,Female,16-34,Hispanic
37,North Carolina,P012H032,6109,Female,16-34,Hispanic
38,North Dakota,P012H032,148,Female,16-34,Hispanic
39,Ohio,P012H032,3122,Female,16-34,Hispanic
40,Oklahoma,P012H032,2914,Female,16-34,Hispanic
41,Oregon,P012H032,3747,Female,16-34,Hispanic
42,Pennsylvania,P012H032,6974,Female,16-34,Hispanic
